outer_csv_selector.started,outer_csv_selector.stopped,participant,session,stimPresTime,taskOrder,listNum,date,expName,psychopyVersion,OS,frameRate,listPath,concPathTrain,fixDuration,concPathMain,start_screen.started,start_screen.stopped,click_start_mouse.x,click_start_mouse.y,click_start_mouse.leftButton,click_start_mouse.midButton,click_start_mouse.rightButton,click_start_mouse.time,click_start_mouse.clicked_name,start_screen_goon_keyresp.keys,welcome_screen.started,welcome_screen.stopped,click_welcome_mouse.x,click_welcome_mouse.y,click_welcome_mouse.leftButton,click_welcome_mouse.midButton,click_welcome_mouse.rightButton,click_welcome_mouse.time,click_welcome_mouse.clicked_name,welcome_screen_goon_keyresp.keys,library_check.started,library_check.stopped,click_libfirst1_mouse.x,click_libfirst1_mouse.y,click_libfirst1_mouse.leftButton,click_libfirst1_mouse.midButton,click_libfirst1_mouse.rightButton,click_libfirst1_mouse.time,click_libfirst1_mouse.clicked_name,library_check_goon_keyresp.keys,library_entry.started,library_entry.stopped,click_libfirst2_mouse.x,click_libfirst2_mouse.y,click_libfirst2_mouse.leftButton,click_libfirst2_mouse.midButton,click_libfirst2_mouse.rightButton,click_libfirst2_mouse.time,click_libfirst2_mouse.clicked_name,library_entry_goon_keyresp.keys,library_entry_goon_keyresp.rt,library_entry_goon_keyresp.duration,library_seen.started,library_seen.stopped,click_libsecond_mouse.x,click_libsecond_mouse.y,click_libsecond_mouse.leftButton,click_libsecond_mouse.midButton,click_libsecond_mouse.rightButton,click_libsecond_mouse.time,click_libsecond_mouse.clicked_name,library_seen_goon_keyresp.keys,rules_start_screen.started,rules_start_screen.stopped,click_rulesstart_mouse.x,click_rulesstart_mouse.y,click_rulesstart_mouse.leftButton,click_rulesstart_mouse.midButton,click_rulesstart_mouse.rightButton,click_rulesstart_mouse.time,click_rulesstart_mouse.clicked_name,rules_start_screen_goon_keyresp.keys,rules_start_screen_goon_keyresp.rt,rules_start_screen_goon_keyresp.duration,rules_01_screen.started,rules_01_screen.stopped,click_rules01_mouse.x,click_rules01_mouse.y,click_rules01_mouse.leftButton,click_rules01_mouse.midButton,click_rules01_mouse.rightButton,click_rules01_mouse.time,click_rules01_mouse.clicked_name,rules_01_screen_goon_keyresp.keys,rules_01_screen_goon_keyresp.rt,rules_01_screen_goon_keyresp.duration,rules_02_screen.started,rules_02_screen.stopped,click_rules02_mouse.x,click_rules02_mouse.y,click_rules02_mouse.leftButton,click_rules02_mouse.midButton,click_rules02_mouse.rightButton,click_rules02_mouse.time,click_rules02_mouse.clicked_name,rules_02_screen_goon_keyresp.keys,rules_02_screen_goon_keyresp.rt,rules_02_screen_goon_keyresp.duration,trial_start_screen.started,trial_start_screen.stopped,click_trialstart_mouse.x,click_trialstart_mouse.y,click_trialstart_mouse.leftButton,click_trialstart_mouse.midButton,click_trialstart_mouse.rightButton,click_trialstart_mouse.time,click_trialstart_mouse.clicked_name,trial_start_screen_goon_keyresp.keys,trial_start_screen_goon_keyresp.rt,trial_start_screen_goon_keyresp.duration,csv_selector.started,csv_selector.stopped,train_fixation.started,train_fixation.stopped,train_mask.started,train_mask.stopped,train_stimulus_presentation.started,train_stimulus_presentation.stopped,stop_training.keys,stop_training.rt,stop_training.duration,train_yesno_response.started,train_yesno_response.stopped,trial_yesno_response.keys,trial_yesno_response.rt,trial_yesno_response.duration,click_yesno_mouse.x,click_yesno_mouse.y,click_yesno_mouse.leftButton,click_yesno_mouse.midButton,click_yesno_mouse.rightButton,click_yesno_mouse.time,click_yesno_mouse.clicked_name,train_written_response.started,train_written_response.stopped,typed_text,textbox_response_training.text,click_written_mouse.x,click_written_mouse.y,click_written_mouse.leftButton,click_written_mouse.midButton,click_written_mouse.rightButton,click_written_mouse.time,click_written_mouse.clicked_name,clear_enter_train.started,clear_enter_train.stopped,training_loop.thisRepN,training_loop.thisTrialN,training_loop.thisN,training_loop.thisIndex,training_loop.ran,trialno,feature_name,feature_file,train_feedback.started,train_feedback.stopped,click_feedback_mouse.x,click_feedback_mouse.y,click_feedback_mouse.leftButton,click_feedback_mouse.midButton,click_feedback_mouse.rightButton,click_feedback_mouse.time,click_feedback_mouse.clicked_name,train_feedback_goon_keyresp.keys,train_feedback_goon_keyresp.rt,train_feedback_goon_keyresp.duration,main_start_screen.started,main_start_screen.stopped,click_mainstart_mouse.x,click_mainstart_mouse.y,click_mainstart_mouse.leftButton,click_mainstart_mouse.midButton,click_mainstart_mouse.rightButton,click_mainstart_mouse.time,click_mainstart_mouse.clicked_name,main_start_screen_goon_keyresp.keys,main_start_screen_goon_keyresp.rt,main_start_screen_goon_keyresp.duration,csv_selector_main.started,csv_selector_main.stopped,main_fixation.started,main_fixation.stopped,main_mask.started,main_mask.stopped,main_stimulus_presentation.started,main_stimulus_presentation.stopped,stop_main_loop.keys,stop_main_loop.rt,stop_main_loop.duration,main_yesno_response.started,main_yesno_response.stopped,main_yesno_key_response.keys,main_yesno_key_response.rt,main_yesno_key_response.duration,main_yesno_mouse.x,main_yesno_mouse.y,main_yesno_mouse.leftButton,main_yesno_mouse.midButton,main_yesno_mouse.rightButton,main_yesno_mouse.time,main_yesno_mouse.clicked_name,main_written_response.started,main_written_response.stopped,textbox_response_main.text,main_written_mouse.x,main_written_mouse.y,main_written_mouse.leftButton,main_written_mouse.midButton,main_written_mouse.rightButton,main_written_mouse.time,main_written_mouse.clicked_name,main_loop.thisRepN,main_loop.thisTrialN,main_loop.thisN,main_loop.thisIndex,main_loop.ran,main_feedback.started,main_feedback.stopped,main_feedback_mouse.x,main_feedback_mouse.y,main_feedback_mouse.leftButton,main_feedback_mouse.midButton,main_feedback_mouse.rightButton,main_feedback_mouse.time,main_feedback_mouse.clicked_name,main_feedback_goon_keyresp.keys,main_feedback_goon_keyresp.rt,main_feedback_goon_keyresp.duration,end.started,end.stopped,end_goon_keyresp.keys,end_goon_keyresp.rt,end_goon_keyresp.duration,binoc_find.started,binoc_find.stopped,click_binocfind_mouse.x,click_binocfind_mouse.y,click_binocfind_mouse.leftButton,click_binocfind_mouse.midButton,click_binocfind_mouse.rightButton,click_binocfind_mouse.time,click_binocfind_mouse.clicked_name,binoc_find_goon_keyresp.keys,binoc_find_goon_keyresp.rt,binoc_find_goon_keyresp.duration
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,1.062829368,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.6948,110.6949,110.6965,111.772,111.7723,112.7883,112.7889,114.8042,[],,,114.8056,122.8861,right,8.0429,,[],[],[],[],[],[],[],122.8873,122.8927,,,[],[],[],[],[],[],[],122.8928,122.893,0,0,0,0,1,1,LEHET_ESZIK,stimuli/f00417.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,0.90485072,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.8934,123.8024,123.8024,124.8187,124.8191,126.8346,[],,,126.8354,133.3334,right,6.464,,[],[],[],[],[],[],[],133.3339,138.1999,Gyümölcs,Gyümölcs,[],[],[],[],[],[],[],138.2001,138.2001,0,1,1,1,1,2,HOL_KERT,stimuli/f00278.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,0.839587713,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.2005,139.0486,139.0486,140.0653,140.0656,142.0815,[],,,142.0821,144.9809,left,2.8721,,[],[],[],[],[],[],[],144.9814,144.9844,,,[],[],[],[],[],[],[],144.9845,144.9845,0,2,2,2,1,3,ILYEN_PIROS,stimuli/f00862.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,0.808276144,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9849,145.7977,145.7978,146.8135,146.8139,148.8295,[],,,148.8298,160.5106,right,11.6681,,[],[],[],[],[],[],[],160.5109,161.8113,Alma,Alma,[],[],[],[],[],[],[],161.8114,161.8115,0,3,3,3,1,4,ALFAJTA_ZOLD,stimuli/f00843.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,0.963068701,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.8118,162.7767,162.7767,163.7935,163.7938,165.8101,[],,,165.8108,178.1575,left,12.3353,,[],[],[],[],[],[],[],178.1579,178.1597,,,[],[],[],[],[],[],[],178.1598,178.1598,0,4,4,4,1,5,FAJTA_GYUMOLCS,stimuli/f00142.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,0.974087278,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.1604,179.1405,179.1407,180.1571,180.1575,182.1731,[],,,182.1739,189.0223,left,6.8305,,[],[],[],[],[],[],[],189.0229,189.0251,,,[],[],[],[],[],[],[],189.0253,189.0254,0,5,5,5,1,6,ILYEN_EGESZSEGES,stimuli/f01008.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,0.850410791,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0259,189.8876,189.8877,190.9045,190.9052,192.9204,[],,,192.9211,195.953,left,3.0248,,[],[],[],[],[],[],[],195.9533,195.9554,,,[],[],[],[],[],[],[],195.9557,195.9557,0,6,6,6,1,7,ILYEN_KORALAKU,stimuli/f01320.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,1.091794835,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.9563,197.0528,197.0529,198.0532,198.0536,200.0689,[],,,200.0695,203.4187,left,3.333,,[],[],[],[],[],[],[],203.419,203.4208,,,[],[],[],[],[],[],[],203.4209,203.4209,0,7,7,7,1,8,HOL_PIAC,stimuli/f01585.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,1.17626327,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.4212,204.6012,204.6012,205.6016,205.6022,207.6172,[],,,207.6175,209.7668,left,2.1362,,[],[],[],[],[],[],[],209.7672,209.7691,,,[],[],[],[],[],[],[],209.7693,209.7693,0,8,8,8,1,9,HOL_FA,stimuli/f01714.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/f12/f12_list.csv,1.024507743,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7697,210.8007,210.8007,211.8167,211.8171,213.8328,[],,,213.8335,215.3654,left,1.5145,,[],[],[],[],[],[],[],215.3657,215.3675,,,[],[],[],[],[],[],[],215.3675,215.3675,0,9,9,9,1,10,ILYEN_FINOM,stimuli/f00192.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,1.07094703,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.2061,263.2061,263.2073,264.2889,264.289,265.3054,265.3059,267.3209,[],,,267.3214,270.7371,right,3.3827,,[],[],[],[],[],[],[],270.7373,270.7395,,,[],[],[],[],[],[],[],270.7396,270.7396,0,0,0,0,1,1,HOL_HAZ,stimuli/f00772.png,215.3683,263.2056,[],[],[],[],[],[],[],space,47.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,0.82157211,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.74,271.571,271.5711,272.5866,272.587,274.6028,[],,,274.6034,279.3023,left,4.6675,,[],[],[],[],[],[],[],279.3026,279.3049,,,[],[],[],[],[],[],[],279.305,279.305,0,1,1,1,1,2,HOL_ISKOLA,stimuli/f00284.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,0.851579583,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.3053,280.169,280.169,281.1848,281.1854,283.2009,[],,,283.2013,289.3664,right,6.1537,,[],[],[],[],[],[],[],289.3665,293.7576,Ceruza,Ceruza,[],[],[],[],[],[],[],293.7578,293.7578,0,2,2,2,1,3,FAJTA_TARGY,stimuli/f02335.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,0.915387286,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.7581,294.682,294.682,295.6987,295.6992,297.7042,[],,,297.7048,301.1973,left,3.4635,,[],[],[],[],[],[],[],301.1974,301.1992,,,[],[],[],[],[],[],[],301.1993,301.1993,0,3,3,3,1,4,MIBOL_FA,stimuli/f00398.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,1.165267742,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.1995,302.3867,302.3867,303.3971,303.3975,305.4182,[],,,305.4186,316.0827,right,10.648,,[],[],[],[],[],[],[],316.0829,324.7263,Polc,Polc,[],[],[],[],[],[],[],324.7265,324.7266,0,4,4,4,1,5,MIBOL_MUANYAG,stimuli/f00922.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,1.044769908,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.727,325.7751,325.7751,326.7915,326.792,328.8134,[],,,328.8139,335.7064,right,6.8715,,[],[],[],[],[],[],[],335.7068,338.249,Szék,Szék,[],[],[],[],[],[],[],338.2491,338.2491,0,5,5,5,1,6,LEHET_LOVAGOL,stimuli/f01533.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,0.962930575,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.2495,339.2224,339.2224,340.2225,340.2228,342.2274,[],,,342.2278,345.9933,left,3.7605,,[],[],[],[],[],[],[],345.9936,345.995,,,[],[],[],[],[],[],[],345.9951,345.9951,0,6,6,6,1,7,LEHET_HASZNAL,stimuli/f02183.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,1.133135415,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.9954,347.1372,347.1372,348.1593,348.1597,350.1702,[],,,350.1706,358.4015,right,8.2084,,[],[],[],[],[],[],[],358.4019,361.5593,Asztal,Asztal,[],[],[],[],[],[],[],361.5594,361.5594,0,7,7,7,1,8,ILYEN_HOSSZU,stimuli/f01327.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,1.075972191,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.5597,362.6572,362.6573,363.6669,363.6674,365.6891,[],,,365.6898,368.472,left,2.7662,,[],[],[],[],[],[],[],368.4723,368.4737,,,[],[],[],[],[],[],[],368.4737,368.4737,0,8,8,8,1,9,ILYEN_BARNA,stimuli/f00840.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/t24/t24_list.csv,1.022251878,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.474,369.5034,369.5034,370.5051,370.5056,372.5206,[],,,372.5211,377.2027,left,4.666,,[],[],[],[],[],[],[],377.2028,377.2039,,,[],[],[],[],[],[],[],377.204,377.204,0,9,9,9,1,10,HOL_FOLD,stimuli/f01051.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/a19/a19_list.csv,0.927117894,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.5713,426.5713,426.5733,427.5037,427.5037,428.5198,428.5199,430.5361,[],,,430.5369,434.769,right,4.1958,,[],[],[],[],[],[],[],434.7695,434.7714,,,[],[],[],[],[],[],[],434.7715,434.7715,0,0,0,0,1,1,FAJTA_ELOLENY,stimuli/f00635.png,377.2052,426.5707,[],[],[],[],[],[],[],space,49.3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/a19/a19_list.csv,1.060733985,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.7718,435.8351,435.8352,436.8354,436.8359,438.8514,[],,,438.8524,442.9331,left,4.0462,,[],[],[],[],[],[],[],442.9334,442.9355,,,[],[],[],[],[],[],[],442.9356,442.9357,0,1,1,1,1,2,HOL_FARM,stimuli/f01147.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/a19/a19_list.csv,0.826342093,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.9359,443.7662,443.7663,444.7829,444.7834,446.7831,[],,,446.7837,461.1457,right,14.3384,,[],[],[],[],[],[],[],461.1459,463.93,Tehén,Tehén,[],[],[],[],[],[],[],463.9304,463.9304,0,2,2,2,1,3,ILYEN_NAGY,stimuli/f00968.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,P9214,001,2,1,01,2026-05-08_16h03.25.412,untitled,2025.2.4,Win32,60.24096386,fixed_lists/stimlist01.csv,sequences/a19/a19_list.csv,1.145409223,sequences/a05/a05_listE.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.9306,465.0782,465.0782,466.0948,466.0952,468.1165,[],,,468.117,471.9434,left,3.8018,,[],[],[],[],[],[],[],471.9437,471.9454,,,[],[],[],[],[],[],[],471.9455,471.9455,0,3,3,3,1,4,FAJTA_ALLAT,stimuli/f00660.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
