Reveal,position,thisN,thisTrialN,thisRepN,key_resp_19.keys,key_resp_19.rt,key_resp_19.duration,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial_number,itemno,item_HU,item_EN,categoryno,category,subcategory,mean,frequency,aoa_stanford,aoa_kupermann,aoa_childes,positions,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_aperture.thisRepN,practice_aperture.thisTrialN,practice_aperture.thisN,practice_aperture.thisIndex,run_loop.thisRepN,run_loop.thisTrialN,run_loop.thisN,run_loop.thisIndex,trial_loop.thisRepN,trial_loop.thisTrialN,trial_loop.thisN,trial_loop.thisIndex,aperture_loop.thisRepN,aperture_loop.thisTrialN,aperture_loop.thisN,aperture_loop.thisIndex,thisRow.t,notes,piloting,intro_pic.started,Story_Beg.started,key_resp_4.started,S1.started,intro_pic.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,Story1.started,Story_1.started,key_resp_9.started,S1_2.started,Story1.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,Story2.started,Story_2.started,key_resp_10.started,S1_3.started,Story2.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,Story4.started,Story_4.started,key_resp_12.started,S1_4.started,Story4.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,Story5.started,Story_5.started,key_resp_13.started,S1_5.started,Story5.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,Story6.started,Story_6.started,key_resp_14.started,S1_6.started,Story6.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,Story7.started,Story.started,key_resp_20.started,S1_7.started,Story7.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,Story8.started,Story_7.started,key_resp_21.started,S1_8.started,Story8.stopped,key_resp_21.keys,key_resp_21.rt,key_resp_21.duration,trial3.started,image_7.started,aperture_3.started,key_resp_19.started,trial3.stopped,practice_aperture.key_resp_19.keys,practice_aperture.key_resp_19.rt,practice_aperture.key_resp_19.duration,reveal.started,dots.started,sound_1.started,reveal.stopped,change_prac.started,image_10.started,sound_4.started,sound_4.stopped,change_prac.stopped,ISI.started,text.started,key_resp_8.started,ISI.stopped,practice_loop.key_resp_8.keys,practice_loop.key_resp_8.rt,practice_loop.key_resp_8.duration,image_7.stopped,aperture_3.stopped,key_resp_19.stopped,trial.started,image.started,aperture.started,key_resp.started,trial.stopped,aperture_loop.key_resp.keys,aperture_loop.key_resp.rt,aperture_loop.key_resp.duration,changee.started,image_2.started,sound_2.started,sound_2.stopped,changee.stopped,trial_loop.key_resp_8.keys,trial_loop.key_resp_8.rt,trial_loop.key_resp_8.duration,image.stopped,aperture.stopped,key_resp.stopped,inter_end_pic.started,image_8.started,key_resp_6.started,S1_9.started,inter_end_pic.stopped,run_loop.key_resp_6.keys,run_loop.key_resp_6.rt,run_loop.key_resp_6.duration,EndStory.started,Story_end.started,key_resp_15.started,S1_11.started,S1_11.stopped,EndStory.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,EndStory2.started,key_resp_16.started,Story_end2.started,EndStory2.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.duration,EndStory3.started,key_resp_17.started,Story_end3.started,S1_12.started,EndStory3.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.duration,participant,Version,Stimuli,RunNo,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.08724509994499385,0.10976779996417463,0.10976779996417463,0.09261543334772189,0.7634318000636995,space,0.6479088000487536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8489024001173675,0.857392500154674,0.857392500154674,0.8590706001501531,1.2436973000876606,space,0.37274570018053055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3281112001277506,1.3355376000981778,1.3355376000981778,1.3427894000429659,1.6613861999940127,space,0.3179341999348253,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7421957000624388,1.7507341001182795,1.7507341001182795,1.7436863333762933,2.1787005001679063,space,0.4241170999594033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2539043000433594,2.2627509001176804,2.2627509001176804,2.260949333275979,2.713897200068459,space,0.43963990011252463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.778665400110185,2.7902512000873685,2.7902512000873685,2.7793031667980053,3.080829600105062,space,0.2872699999716133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1698350000660866,3.183566600084305,3.183566600084305,3.1797823001630605,3.848075000103563,space,0.6545945999678224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.934037100058049,3.950362600153312,3.950362600153312,3.9469446001108737,4.299070700071752,space,0.3357696000020951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4.320072500035167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.315950300078839,4.320072500035167,4.320072500035167,4.320072500035167,4.515358899952844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",0,0,0,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4.531910000136122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.519052000017837,4.531910000136122,4.531910000136122,4.531910000136122,4.715702299959958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",1,0,1,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,4.7323394999839365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.719220699975267,4.7323394999839365,4.7323394999839365,4.7323394999839365,4.91616649995558,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",2,0,2,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,4.932713000103831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.919989299960434,4.932713000103831,4.932713000103831,4.932713000103831,5.116500700125471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",3,0,3,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,5.132113500032574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.120111300144345,5.132113500032574,5.132113500032574,5.132113500032574,5.315956700127572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",4,0,4,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,5.332568499958143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.319356200052425,5.332568499958143,5.332568499958143,5.332568499958143,5.517409299965948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",5,0,5,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,5.532953800167888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.520664599956945,5.532953800167888,5.532953800167888,5.532953800167888,5.7167059001512825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",6,0,6,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,5.733277700142935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.720097300130874,5.733277700142935,5.733277700142935,5.733277700142935,5.917089499998838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",7,0,7,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,5.933652900159359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.920395900029689,5.933652900159359,5.933652900159359,5.933652900159359,6.117482000030577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",8,0,8,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,6.1340540000237525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.120830100029707,6.1340540000237525,6.1340540000237525,6.1340540000237525,6.31942389998585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",9,0,9,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,6.334479300072417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.322895900113508,6.334479300072417,6.334479300072417,6.334479300072417,6.518212500028312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",10,0,10,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,6.5348609001375735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.521268100012094,6.5348609001375735,6.5348609001375735,6.5348609001375735,6.718688700115308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",11,0,11,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,6.7352585000917315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7220054001081735,6.7352585000917315,6.7352585000917315,6.7352585000917315,6.920398500049487,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",12,0,12,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,6.935677899979055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92369500012137,6.935677899979055,6.935677899979055,6.935677899979055,7.119465500116348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",13,0,13,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,7.136094900080934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.123099399963394,7.136094900080934,7.136094900080934,7.136094900080934,7.31984749995172,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",14,0,14,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,7.33640699996613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.323032000102103,7.33640699996613,7.33640699996613,7.33640699996613,7.519837100058794,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",15,0,15,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,7.535853700013831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.523305400041863,7.535853700013831,7.535853700013831,7.535853700013831,7.719714000122622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",16,0,16,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,7.736258000135422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.722962100058794,7.736258000135422,7.736258000135422,7.736258000135422,7.920054699992761,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",17,0,17,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,7.936634700046852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.923449200112373,7.936634700046852,7.936634700046852,7.936634700046852,8.120481499936432,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",18,0,18,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,8.137049400014803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.123815899947658,8.137049400014803,8.137049400014803,8.137049400014803,8.322066100081429,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",19,0,19,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,8.337382500059903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.325089700054377,8.337382500059903,8.337382500059903,8.337382500059903,8.52116969996132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",20,0,20,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,8.537761500105262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52604450006038,8.537761500105262,8.537761500105262,8.537761500105262,8.721540099941194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",21,0,21,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,8.738141800044104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.724777600029483,8.738141800044104,8.738141800044104,8.738141800044104,8.92213029996492,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",22,0,22,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,8.93849700014107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.925308000063524,8.93849700014107,8.93849700014107,8.93849700014107,9.123748400015756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",23,0,23,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,9.138932900037616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.127159800147638,9.138932900037616,9.138932900037616,9.138932900037616,9.322710100095719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",24,0,24,None,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,9.339364900020882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.325831900117919,9.339364900020882,9.339364900020882,9.339364900020882,9.523168300045654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
MRnGO_prac_stimuli/wizard.png,"(0, -0.1)",25,0,25,space,0.14743810007348657,None,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,9.538802199997008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.526480400003493,9.538802199997008,9.538802199997008,9.538802199997008,9.692415199941024,space,0.14743810007348657,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P9615,MIC_Bar,7,2,2026-05-07_16h48.09.629,MIC_task,,2026.1.2,60.29795630166393,2026-05-07 16h48.11.390147 +0200,
